id,customer_id,age,gender,income,education,marital_status,children,credit_score,purchase_frequency,avg_purchase_amount,days_since_last_purchase,total_purchases,returns_count,satisfaction_score,churned
19,19,31,男性,73255.4401674486,高校,離婚,3,610.3853910062678,2.3285212129259336,1952.026804025284,7.779675099540146,23,0,1.396225736863952,True
20,20,23,男性,21400.95019122219,大学院,既婚,1,573.2488353232565,1.4695992073208732,2861.098521726722,9.606644721460945,18,1,2.275193447002205,False
21,21,66,女性,24356.390152853255,大学,離婚,0,726.3697715848047,3.356448295112079,2470.3932347660157,11.343137330639017,18,5,1.205081329852613,False
22,22,41,男性,37247.019158078474,大学院,独身,0,762.7374010445556,2.6162447177544967,3113.443950496428,3.726247633110181,17,3,2.582679656385264,False
23,23,46,男性,38283.0671513851,大学院,既婚,3,558.5718689203359,21.55113176255523,4282.953890938174,9.571451576979664,18,0,1.754395725086368,False
24,24,23,女性,39875.411220755544,高校,離婚,1,592.4055188576272,0.28775548473995305,1519.7465682403201,7.053418254277956,17,4,3.246530133137519,False
25,25,36,男性,30314.00545721742,高校,離婚,0,,0.7668129811598556,4790.459359461766,18.22718630944868,19,2,3.771233575396402,False
26,26,46,女性,12437.825396219903,大学院,離婚,1,811.9824604982648,0.2713617627255768,2638.5886935895755,71.7220200782373,21,2,3.128479440818826,False
27,27,27,男性,49847.10832328688,専門学校,既婚,0,706.3135455168259,4.915374796716641,3475.639234984222,3.310532326460397,25,1,2.736946786445583,False
28,28,50,女性,12417.068580196934,大学院,既婚,0,517.5913170134113,0.2802560155457589,3588.960019780998,38.21769015441358,26,4,2.5493336834267697,False
29,29,35,男性,,大学院,独身,3,640.7017208410499,9.052868889069899,3716.74047311179,34.873699947060516,22,1,4.366767072388015,False
30,30,40,男性,15106.223270096287,短大,既婚,0,625.4121244249566,3.5865706211819246,3036.8389405086327,3.019621542472083,20,1,1.8774722602610803,False
31,31,35,女性,21331.301494733918,短大,既婚,1,532.673044399607,3.7433800512140976,3257.346482649401,76.75236108485421,23,3,3.9368733581154753,False
32,32,72,男性,25961.792193163918,短大,離婚,0,639.5208083105273,4.123055076990261,3250.9632472552003,25.212700473377435,14,2,4.029929298960476,False
33,33,44,女性,25865.843866827363,専門学校,既婚,2,620.9962560393627,0.9365521405558402,2467.3874560880918,13.563757146012566,11,2,2.676800029082938,False
34,34,29,男性,,専門学校,離婚,0,613.8367476382841,1.1013029496847833,1759.1454715002315,42.383904083823374,22,1,2.1892023969025574,True
35,35,57,女性,49358.02445242966,大学院,離婚,0,,1.9196238022691656,2067.807718114812,8.926536717428563,21,2,2.882165944183901,False
36,36,26,女性,27633.032084712733,短大,既婚,0,797.1393548348804,4.500812664333628,2889.181740238287,35.47708856666056,23,2,1.372855703570794,True
37,37,48,女性,19495.163387070563,専門学校,独身,2,613.6296883899485,1.179357140518704,2354.2041362216896,1.2156364294074367,21,1,1.18372012891636,False
38,38,15,女性,35669.226175967386,高校,独身,1,654.9671056300265,0.6183677185453798,2355.8365782215383,54.86665578306484,18,2,1.4464127978075672,False
39,39,25,男性,39924.09257012322,大学院,既婚,1,644.1235287723271,17.552308606412733,5114.1951429921655,17.83550358255447,14,1,1.7485801258489047,False
40,40,47,男性,11922.660266411584,大学,独身,3,599.4983149632664,0.11113507428000827,3857.0905664692878,30.37520509166168,13,3,3.016707281352172,False
41,41,56,女性,29693.99259862259,大学院,離婚,1,657.9504732367698,8.115083575917927,2763.8425265242745,7.501487049153333,18,0,4.3965465446444885,False
42,42,47,女性,31275.376422546327,大学,離婚,0,656.5350596097763,7.756674089693121,3646.818722667789,33.90993583106354,16,1,1.942569327998748,True
43,43,43,女性,18981.4648599679,短大,既婚,0,657.9756526899216,1.7635150258873602,2627.8450543194485,44.383921420392205,19,2,4.740648042987113,False
44,44,40,男性,43820.34151277915,大学,独身,0,564.0766857903579,0.7287522306612642,3081.639471395231,19.22878024431567,17,3,4.819631635740014,True
45,45,22,男性,20434.34221785522,短大,独身,1,629.3875492747359,0.7869466989282824,3403.25836565173,28.84860201864601,23,3,,True
46,46,34,男性,23453.809829048987,高校,離婚,2,726.0321875349857,5.9772398416931924,2629.9449928013796,18.28216009039878,23,0,4.350250938705296,True
47,47,38,男性,20200.529337204604,大学,既婚,0,632.018336861996,5.1473894111949345,2427.0330802652206,67.35535592142027,13,1,2.4553001631908824,False
48,48,60,女性,22198.711459050508,大学院,独身,0,666.1781912601258,7.633433018244213,4303.481156955728,20.66683789964335,20,2,1.2907356440104922,False
49,49,50,女性,12731.855723708559,短大,既婚,1,666.7037000726355,13.861437629948004,3583.996831976963,55.31850827744998,14,0,3.2752749270659796,False
50,50,18,女性,10721.159152781827,大学院,独身,1,691.7395130733917,5.887098451314484,1515.675868845427,48.48663474195473,21,2,3.234725775748935,False
51,51,49,男性,48886.30288438258,専門学校,離婚,0,705.865091501381,0.8471344764783593,2439.5264485549915,15.854662132384234,29,3,4.399903068438382,False
52,52,39,男性,14422.133092081614,短大,離婚,1,632.5849390250779,1.3948844752435996,2358.1159433390985,7.84423499520547,27,2,4.983964203784421,False
53,53,34,男性,13417.348667834336,大学,既婚,0,558.8664696907904,9.231935715261264,2474.165814035519,15.630427184470694,24,4,3.0326292262405903,False
54,54,54,女性,7504.851395946262,短大,離婚,1,528.1284671325125,1.1742216702772108,3861.1513169582768,52.4985014052139,22,2,2.380816124159137,False
55,55,60,女性,16002.802244297542,大学院,独身,1,751.7686412736359,0.3764327309823805,2998.1832185905637,7.748845570000539,22,2,1.743606846225068,False
56,56,58,男性,11366.83408404054,高校,離婚,0,727.0250447971066,6.074832639664823,1964.7319420599424,22.29763614447422,16,0,1.019199299269483,True
57,57,32,女性,50061.50257757583,短大,既婚,1,714.9364684337527,2.5752255287813046,2657.219485641441,49.211878354200614,20,0,,True
58,58,40,男性,36494.19714750097,大学,既婚,1,731.1203527862674,12.631147132512623,3507.0176898600066,13.084417203652784,25,2,3.222074666810383,False
59,59,49,男性,15614.024993832298,専門学校,既婚,0,633.8444016374111,5.252755823686311,2790.8639750085463,30.834241269574466,21,1,4.299753919269589,False
60,60,59,女性,67928.97158065368,高校,独身,1,587.512358223445,0.4738560032525738,2456.756381191415,8.45623205195337,25,1,3.0183078715712024,False
61,61,37,男性,,専門学校,独身,2,551.9592590201962,14.76878517772499,3292.3793320998284,3.4717359560709027,21,3,4.665873394664226,False
62,62,42,女性,18724.428893592976,短大,独身,1,541.0650003414501,1.4957867357159795,4843.814198180442,47.452380664271125,15,2,3.512333906285742,False
63,63,28,男性,6312.563560753703,大学院,独身,0,771.2158688550331,2.056504192586014,3423.529960297154,3.12645593383416,16,4,4.361344952884332,False
64,64,27,女性,69249.50571228468,大学院,独身,2,600.6855144245851,2.573000471326034,4404.06146294769,9.498145787093799,22,3,,False
65,65,57,女性,10995.196412358911,大学,離婚,0,755.4859069210887,0.2629142928765788,2506.683226675682,57.95329367719752,22,2,4.421344521209258,False
66,66,65,女性,9675.001050933106,大学院,独身,0,631.3114169619349,3.431010986717417,2973.4892285637334,12.760972483137701,27,1,3.7005754177753936,False
67,67,43,男性,36727.652190269466,高校,独身,0,582.3758791757576,0.6580575614469336,2955.533351158105,108.40798310227404,17,1,1.6809321297533222,False
68,68,60,男性,74598.539120847,大学院,離婚,3,540.5635202449856,2.5622207200538636,3089.0031887816754,116.96481579248596,18,2,1.7590542325840435,False
69,69,50,女性,44008.426646424145,大学,独身,2,591.184564301225,2.1593774713247766,3402.1262470191377,9.370557397638771,28,5,4.706002476176885,False
70,70,35,女性,29200.892709324115,短大,既婚,4,791.823878290629,7.410505156158739,2262.689126001943,1.2552448663549205,28,4,1.1288614418014915,False
71,71,50,男性,29654.737452393576,短大,独身,0,541.5789920220187,8.127087331620938,3619.893214594951,36.629834051571244,21,1,2.8501397731828244,False
72,72,68,男性,33749.05781742138,大学院,独身,1,861.6746821479651,0.8327108381471462,1829.2004143678719,17.98896757304483,25,0,2.2539011597364063,False
73,73,44,男性,32191.71160713422,専門学校,既婚,2,565.9392572530356,2.2828804169992005,1996.7437371046026,3.1859207700594494,21,0,3.660309759993712,True
74,74,68,女性,25351.564218429794,短大,既婚,1,724.9949970651246,2.336860761356089,5657.2196939107325,36.881058868607745,17,5,4.358517550275968,False
75,75,5,男性,23204.477900350423,大学院,既婚,0,635.4748705745011,0.8208982677202443,2557.9559925914436,0.9501356443134061,25,4,2.4415124862262783,True
76,76,57,男性,21347.788625882476,大学,既婚,0,617.9440417473814,8.008675900249564,3710.2546991085537,61.25204934177258,25,2,2.7076083492913487,False
77,77,46,女性,15108.574443282618,大学院,独身,1,522.8579222874864,6.141811256774967,4961.617709876853,4.477718679429287,20,2,4.927671138005657,False
78,78,40,男性,19142.427040018945,短大,既婚,0,640.1607017248762,1.0559624176961988,1488.7069097924418,4.085311091844701,22,4,4.135666038716812,False
79,79,46,男性,9447.652650902419,大学,既婚,2,534.1714003633996,2.284228151977149,4179.1947108272825,5.795613944788383,23,3,4.588816523727166,False
80,80,15,男性,20969.623858332132,大学院,離婚,1,481.84229002325594,0.559157172928912,3621.643045709859,96.76671170930774,11,6,2.755048882606519,False
81,81,41,女性,13436.154457010318,高校,既婚,0,661.9598678217449,4.947084737564512,4876.188674027802,35.44378037043263,21,0,1.9363048159364609,False
82,82,50,女性,12685.378898474215,大学,既婚,0,586.4576893164244,0.646967965959302,2091.30395327209,48.489576350330644,12,3,2.6474538615458068,False
83,83,67,女性,24099.516946802796,高校,離婚,0,818.434851612498,21.320033646448614,4607.203782024023,15.206750442858233,21,1,3.864367671326054,True
84,84,37,女性,44178.8365879547,専門学校,離婚,1,750.0021715092822,7.58616444064644,2387.914501594602,12.298326468222132,23,1,1.4377216193439173,True
85,85,32,女性,34862.195688846106,大学,独身,2,819.7432181336769,2.4734373159619567,4090.5443957841926,8.016155147762664,18,1,2.0818764224660353,True
86,86,37,女性,10044.19061594618,高校,離婚,0,581.9117095492102,4.3204359552504235,2948.9182562047517,19.65520358589155,22,5,1.1865436018463615,False
87,87,58,女性,13429.189419175746,短大,独身,1,663.6137740131287,12.114834675295006,3756.453758225375,24.07739485210343,21,6,2.7293909533525262,False
88,88,49,男性,35255.80917643928,短大,離婚,2,387.93290403189474,4.038294767629455,3024.9830132406714,29.97182070028745,23,1,4.309782943918453,False
89,89,37,男性,13477.222311170695,専門学校,離婚,3,621.8197619313275,0.9588209103286864,1716.7350252725664,8.916562227798137,29,2,1.0986547531920432,False
90,90,52,女性,19686.402047589,大学,独身,0,659.8498348024681,2.3797331141513784,1168.921482829727,89.07509454219513,21,0,3.701294107228664,False
91,91,46,男性,28999.27328487185,大学,離婚,0,665.4048077701772,9.26216303392993,3174.719815020214,5.581159634951884,16,0,4.729983498054958,False
92,92,59,男性,13572.86384001461,大学,独身,1,645.7631589458327,5.167115433700033,2754.1922618589424,101.13737065931186,20,4,1.9477114460447291,False
93,93,34,女性,23218.10759652445,専門学校,離婚,1,656.6592571751668,5.259469693747764,3359.227397935393,0.44902739870145103,20,2,3.7745393629105926,False
94,94,40,男性,11304.851541779686,大学,既婚,2,378.6757365836588,10.080324189271844,2763.778267987594,19.682808177341418,36,1,4.900407604400801,False
95,95,39,男性,16306.452673913127,短大,離婚,1,675.6221836081978,11.220310211425007,5461.196668694954,12.16550599867372,28,2,,True
96,96,23,男性,25845.478897842808,高校,独身,0,698.3439891930038,12.615695735973556,3194.421027524985,17.88733429924405,20,0,1.9397167721165731,True
97,97,49,男性,,短大,離婚,0,783.802540262885,0.4982685593766578,2606.8964201906983,25.365503951261534,19,0,1.4013242128482748,False
98,98,48,男性,27453.182244509848,短大,独身,0,686.8738059276931,3.9276941387285094,3298.453231695442,17.159185482906096,18,2,1.5931301515836638,False
99,99,45,女性,21811.24846937857,高校,独身,1,636.9262933286761,6.7451763383933505,2621.2263530750956,16.076450149685865,21,2,3.8081426739285686,True
100,100,41,女性,29034.642854345922,短大,既婚,0,760.4941922230971,7.071964160438392,3065.2336289165073,39.584137782745145,21,0,3.903035501813102,False
101,101,23,女性,24635.827554156407,専門学校,既婚,2,414.26657754005214,4.666118976665835,2068.866069862147,34.739050268868816,18,2,,False
102,102,38,男性,43567.651460591216,高校,独身,1,598.5051469372856,0.9123318474960866,2973.2902278533497,53.74161692197465,10,1,2.3443135509689523,True
103,103,39,女性,23449.682898335446,短大,離婚,1,573.4190019941288,7.98311571580673,2582.838536792527,8.628821467999314,12,3,1.6791077590324885,False
104,104,32,男性,17770.538586451563,大学院,独身,0,646.5478200168689,6.366816872903973,2128.5132544687185,28.212009621021114,25,4,3.3230443678090125,False
105,105,42,男性,23415.38939231112,短大,独身,0,430.13071877708353,0.4503663255733752,5392.264795919196,26.398386939865937,22,4,2.934721783031466,True
106,106,51,男性,28901.506897355484,専門学校,離婚,2,781.9635662243719,3.1163318806382896,2153.563926570781,13.848581188639752,26,2,3.9153365884892137,False
107,107,73,男性,22571.199973876428,大学,離婚,4,625.0190100315754,0.9556657224086265,2987.192514818408,19.969319070622802,17,4,2.7654403147424858,False
108,108,47,女性,22478.078977125122,短大,離婚,2,681.8796691158934,2.0585003687078367,2342.930064854505,11.29680378949653,18,4,2.3545587787458735,False
109,109,48,女性,15506.33852010768,大学,離婚,0,672.3091225059894,0.09123276329167063,3258.791959988096,4.589095235346077,19,2,2.1739143094360576,False
110,110,43,男性,15812.397151954865,大学院,独身,0,776.248989487695,2.556877778177016,2033.847217863702,7.216368176613238,23,2,1.8458812801989861,False
111,111,16,女性,10923.780227788387,短大,独身,2,463.8049865125953,3.9911711253632975,3835.6993122616955,3.345168961446828,25,0,2.0629855047466457,False
112,112,44,男性,52827.56361239853,高校,既婚,1,661.2321165469813,4.832430945883536,5490.8967077321695,34.47219027867499,23,4,1.3793217553764054,False
113,113,45,女性,11826.149078591923,大学,独身,0,764.617826070486,5.445642191347343,2317.254199124639,32.428540339099975,25,3,2.387428043715558,False
114,114,81,女性,,大学院,離婚,1,640.2013553279309,9.0483336502684,4294.501054721242,90.23801527369392,16,2,1.1462792494518328,False
115,115,42,男性,15379.586655070205,高校,既婚,0,554.8730606861698,1.2133071296641869,2658.284307994888,39.24428904503714,16,3,1.7456553886653072,False
116,116,49,女性,34456.81874418133,高校,離婚,2,589.6109884344214,0.641905234774826,4683.2019687484,1.6034739304334122,20,3,3.9870817784777164,False
117,117,44,男性,19006.288191735213,高校,独身,1,610.7057998193595,9.537103339422808,5747.669204243526,64.68842678899915,21,2,2.3018759547064906,False
118,118,27,女性,41104.42407162953,高校,既婚,0,577.894997047701,0.8516456605443072,2779.11690594315,59.56218258972482,17,6,3.6729480679093753,False
119,119,62,男性,15728.894091296594,短大,離婚,0,634.7188882932641,18.39664231913008,1889.2216082446305,17.572958599656886,16,1,3.8675367023891094,False
120,120,56,男性,25323.727501244346,短大,既婚,1,800.8247403185002,9.242862882599038,3961.6873668436388,26.44675692094268,16,2,3.324741370928454,False
121,121,56,女性,14506.128196569225,短大,既婚,3,590.2635234462517,3.4745096550679637,3188.561527891723,111.98911918926551,25,2,4.834790965461593,False
122,122,31,女性,64381.04676511177,大学院,独身,2,601.2326025721001,19.928731198560126,3465.2406134815355,22.798126342103167,18,2,1.085759466492453,False
123,123,66,男性,,大学院,離婚,0,695.9780584050313,0.5122500492822375,2692.0182967303153,70.71815416904626,19,3,3.9546106023525684,False
124,124,23,女性,25717.0726329219,大学院,既婚,0,632.5179636036124,1.8053211078049358,2286.213316719663,2.600702204908965,20,2,4.835146575761632,False
125,125,53,女性,30239.020547481072,専門学校,既婚,1,517.0814866655118,5.083655952222431,4222.1698370889735,6.3606143572714595,24,3,4.449086917411757,False
126,126,77,男性,27089.447739315932,大学院,離婚,0,643.8811562220978,2.153967415150488,3281.109801833399,17.43502554189739,20,1,1.6715707672200533,False
127,127,30,男性,20077.522215736495,短大,既婚,1,,13.181384631263246,1933.201836103879,26.366727791347298,23,1,2.3072812250069283,False
128,128,36,女性,20642.134916705836,短大,既婚,1,747.5678345438154,0.33939293504393053,3663.0908588457,50.821758422185226,24,0,1.6898073595058616,False
129,129,46,男性,22514.295364787606,専門学校,既婚,2,552.7847601797339,3.986007548931429,3449.0378235041694,133.34800938997242,16,6,3.4052334552588164,False
130,130,37,男性,20465.565051756163,専門学校,離婚,0,748.2319482755444,4.468566008999014,2703.791490540016,14.772458981456063,20,2,3.848751927917969,True
131,131,21,男性,35665.51585106736,大学院,離婚,0,640.2169187900056,5.2882365042514445,4846.169946851016,1.4572981476576203,24,6,2.268295077452233,False
132,132,46,女性,66520.23730977906,大学,離婚,1,539.2058329085004,1.4763286009847019,2476.3675089802477,48.459379543424646,14,2,3.158026295937182,False
133,133,29,女性,16668.13526059774,専門学校,離婚,0,519.1221687923071,2.267238608890388,2833.602220197249,27.819088260171217,21,1,3.76368228028478,True
134,134,52,男性,11104.420044103426,高校,独身,0,843.4388527908529,9.279267395156431,3754.064604057886,6.639713450551511,12,1,2.6853592664441934,False
135,135,31,女性,21075.341269275308,短大,既婚,1,634.008397716456,1.0842095482182885,3050.4026738471766,20.485716525892236,23,0,4.416062121821837,False
136,136,68,男性,,高校,離婚,1,743.6504116730488,8.768500434639376,1967.803162770351,40.67996759144896,26,2,4.086199741151269,False
137,137,33,女性,14737.679373702233,短大,既婚,1,479.18806053918706,4.1351694432532895,3149.943552752568,44.144038597845615,13,2,1.2586621754022826,False
138,138,40,男性,49989.00712419789,短大,既婚,1,913.7694887963901,7.1813638899858745,2632.4837269943505,20.771528868845756,18,5,3.484501196363316,False
139,139,57,男性,50962.75786635205,専門学校,独身,1,739.3244628367129,6.25195782210051,3854.894326173967,10.924564725363785,24,1,1.9413022038389984,False
140,140,26,女性,16700.699423023376,専門学校,離婚,1,624.4559785844791,1.16288639276708,3119.30501128928,109.19420222566461,23,1,3.230073058669101,False
141,141,48,男性,29275.068829315645,高校,離婚,2,619.383414214449,4.206063985039436,3066.6845194572315,32.66246774500712,17,2,4.827553770531865,False
142,142,64,女性,,短大,既婚,0,723.4598128302996,10.114291127409912,2176.611635312647,15.73949819155321,25,2,4.516248018209001,False
143,143,20,女性,18222.93290340564,高校,離婚,1,717.7181686725047,2.8291926172999364,2782.1864980170767,9.874429229168085,20,2,2.618065612460527,False
144,144,47,男性,19894.723403484346,大学,既婚,0,668.2529280397439,16.994615382776296,3987.9409665597364,39.40280427376042,19,0,2.1660554333774136,True
145,145,48,男性,16467.755618931,高校,既婚,2,651.0878758202231,3.0093629376171926,2361.4688456478025,8.319418058587193,20,3,1.937622977633036,False
146,146,56,女性,13261.516645044225,大学院,独身,1,706.1067084025916,0.770336297096847,2951.9903982026244,5.651757931772916,20,3,3.1300594790260803,False
147,147,26,男性,15920.473914706205,高校,独身,1,475.82964469198225,2.466849985075385,2250.856714000953,22.640076569358865,27,3,1.4569938130322253,False
148,148,25,男性,11944.543791642374,大学院,独身,3,612.8725287385747,15.151867706575032,2089.849238534419,10.274176567955697,32,1,3.1971000325129943,False
149,149,52,男性,22405.051686364044,大学院,既婚,0,485.31361417071537,1.9262602468690337,2906.0274396653863,29.73892724980223,21,3,1.005334557963168,False
150,150,49,男性,14988.123270168746,大学院,離婚,1,710.4592344702505,10.128486341931131,3140.5095709042926,3.7648108731410206,30,1,2.2953985229833793,False
151,151,48,男性,24757.727856697704,大学,独身,3,582.4186028966681,10.653702882814676,5421.668464114482,31.921204953637265,23,2,1.879737255322325,False
152,152,50,女性,10117.806566393549,高校,離婚,0,492.84219213208223,2.1553495889210468,2600.2474299476994,9.99279274694853,17,2,4.884875159843128,False
153,153,34,女性,25989.29797986066,高校,独身,0,570.6213475981031,0.4346441277161916,2936.4281880284266,0.007288918435873109,21,1,3.908969278279916,False
154,154,48,男性,33415.14371352226,大学,独身,0,664.9356201465785,6.446889345336491,2048.7352788636003,4.072394443958842,17,5,2.398613521848951,False
155,155,49,男性,8128.504023933588,短大,既婚,1,629.4771617444189,1.866289122323049,3581.9836011093134,81.36869529671331,22,1,1.371380346122482,False
156,156,34,男性,26556.45929224198,専門学校,独身,1,532.6843440967227,7.637529896761742,3359.1002481425144,60.602285148291045,20,2,3.067202378762496,False
157,157,72,女性,40693.94123061396,高校,独身,1,479.5131398269384,2.92285284478043,4658.824319367198,7.9818851223269025,19,1,1.8537915253041692,False
158,158,52,男性,12030.248803251474,専門学校,既婚,0,657.3932787030502,3.320532293976353,4160.899872855015,45.202636428104455,19,4,3.145718183593431,False
159,159,27,女性,50832.2458703811,大学,離婚,1,591.9231893249539,7.523349513208136,3312.379196514402,28.138579475186262,21,2,4.3414494167155695,False
160,160,54,女性,27160.242350043456,短大,独身,1,624.191929013595,2.409274543765256,2588.8746187288343,106.11537070219785,20,1,3.4631702084055416,False
161,161,30,女性,15482.940317856235,短大,既婚,2,634.03148125117,2.9270934617233935,3169.7263282653084,14.03325508087255,20,1,3.535153678180009,False
162,162,56,男性,21420.75222297658,短大,独身,1,693.0065687175319,2.359550978101458,2883.315024520789,34.320274381490805,21,1,3.164121156251246,False
163,163,62,女性,29119.503623261586,大学,既婚,1,734.6946501769913,2.2891147020281415,3968.0071089427556,1.9693170729583358,19,3,4.709062530525637,False
164,164,32,男性,22879.6396476991,大学院,離婚,4,664.6509200958443,3.7321762833953316,3819.4795428407674,15.137720385540671,22,1,4.727610737682413,False
165,165,59,女性,,大学院,離婚,1,617.9537450240356,8.272161865201735,2727.321761507116,99.575524719846,15,1,3.0508928042942087,True
166,166,51,男性,13900.265274878599,専門学校,既婚,1,652.4763538095802,2.245269570513162,1922.5387669730453,23.229472492591206,17,3,2.2230379485740177,False
167,167,57,女性,23972.92654625241,大学院,既婚,1,616.0763032740379,3.71436347581243,4447.138746587405,10.185244349995347,25,3,2.8383480235177756,False
168,168,73,男性,10863.27106905676,大学院,既婚,1,485.74466463668784,5.5543453671670475,3549.500566384959,3.8442399471258364,12,2,1.7462316487824627,False
169,169,41,女性,20834.94635971768,短大,離婚,3,759.1946171289575,1.5697157886712882,2708.5073772334185,36.47410942537233,16,0,3.5453772612723573,False
170,170,33,男性,14017.280645640412,短大,独身,1,740.3438862487803,1.6253471168622178,3508.212769946392,31.0569618071615,24,1,3.000369343128933,False
171,171,31,男性,15248.478837582537,専門学校,離婚,0,848.8333993580596,13.546239116586559,3048.662936092127,14.049210332480166,19,2,1.4132019112531196,False
172,172,32,男性,40865.709326727236,高校,既婚,2,878.0499306477608,6.428347525049536,4427.477898899861,90.44216387666565,22,1,1.7905911244784614,False
173,173,43,男性,38011.91948937414,専門学校,既婚,0,532.3979867747239,4.304122561463407,1670.8135299182877,0.6735901708721805,23,0,2.9185278247981072,True
174,174,50,女性,29868.779812824276,専門学校,離婚,1,616.4600079621172,5.2166455976300945,2646.101516719199,10.8602679732388,13,0,4.550355962875433,False
175,175,49,女性,12757.104583914694,大学,既婚,0,901.1539596870143,0.1486862227897426,4816.08364335258,76.17562160937628,31,0,3.2655628825243896,True
176,176,57,男性,18803.452492064233,大学,離婚,0,645.9449384417766,4.813021250320642,3529.669505500521,11.611172174011934,19,2,3.726140000833883,False
177,177,45,女性,40398.53698252114,専門学校,既婚,0,674.4210902546752,3.5617404515091,5073.478725718199,8.720711139670527,20,0,2.356114198975639,False
178,178,66,男性,23643.853286496047,専門学校,独身,3,497.8870048305421,3.945534333813251,2066.182275459534,22.92128218299494,12,0,3.285645572176937,False
179,179,41,男性,70239.40589024566,専門学校,独身,0,665.0288631576774,2.2269361852603593,4111.976181911578,52.08436490921915,21,5,2.7895192905522697,False
180,180,85,女性,26813.4503598111,大学院,既婚,3,843.1940374759089,0.4249247817263856,4038.656342059267,3.2658912998629703,29,3,3.6365196504926427,False
181,181,54,男性,24246.427313778036,大学,離婚,1,778.6625810103528,1.074260314606855,1799.8910952254155,85.9520221285516,19,1,1.2023022643160415,False
182,182,32,男性,18872.134875103668,専門学校,独身,1,589.0015378481456,15.053692855948013,2728.0690033867872,47.55302643036354,18,0,2.9732008649558366,False
183,183,28,女性,23547.39440604521,短大,離婚,2,610.3683633431584,2.627155179365433,2887.1965789968467,5.99930412470271,27,2,2.183970500575868,True
184,184,52,男性,,短大,既婚,0,536.9099707505736,3.143197885415952,1833.7772532347226,37.3446732683233,14,0,2.304740245111637,False
185,185,41,男性,31384.02669068812,大学院,離婚,1,564.8836859750294,0.27074890317307065,2745.2277019787443,14.581976872962,21,1,4.843669726232246,False
186,186,55,男性,35537.76306511538,大学院,独身,1,458.97880712135304,0.1914501255176631,3873.6594836511713,15.43972257560245,17,1,1.730779250845531,True
187,187,52,男性,14868.575972629866,高校,離婚,0,641.5180325340257,6.314748713046646,2651.081853151403,45.87586953940798,28,2,2.2449810103143877,False
188,188,43,女性,11320.647199472269,高校,離婚,1,801.011067993041,3.861976547952298,3205.553158128448,98.73114640367506,26,2,3.039570302923487,False
189,189,32,女性,8794.636389470072,高校,既婚,0,685.5431924093749,3.553562601263522,3212.5204174774913,4.062768349086181,23,3,4.452107792598495,False
