id,date,region,product,quantity,unit_price,customer_age,customer_gender,discount_rate,weather,holiday,sales
62,2023-03-03,広島,B商品,43.0,1397.4551998461616,46.300465491215945,男性,0.09105117274438566,雪,False,54619.256396824436
63,2023-03-04,札幌,D商品,72.0,1182.2725444349444,50.33503422844844,女性,0.11954362863276431,雪,True,74947.6363997016
64,2023-03-05,東京,B商品,,1021.1507582542961,47.87366094291134,女性,0.09507390414556328,晴れ,False,49899.56232307633
65,2023-03-06,広島,B商品,59.0,1252.7413355309336,52.593614839588895,男性,0.14021620063437762,雨,False,63548.11560002385
66,2023-03-07,大阪,B商品,54.0,830.7368045068529,66.7095854908771,男性,0.0856738848715909,雨,False,41016.47517858273
67,2023-03-08,福岡,C商品,,1108.6958757340185,53.52154807692969,男性,0.28848343267633403,雪,False,51275.60644103135
68,2023-03-09,東京,C商品,50.0,1039.9620867437427,29.25516751635088,女性,0.09385338840170045,晴れ,False,47117.90605467697
69,2023-03-10,福岡,B商品,,1052.804016266734,65.43844279068678,男性,0.029413361433281947,晴れ,True,60288.4131618543
70,2023-03-11,仙台,D商品,54.0,1254.4707000213537,69.60921845232431,女性,0.15804514981512402,雨,False,57035.21527608095
71,2023-03-12,大阪,A商品,44.0,1146.4984205559604,92.28085101768127,女性,0.01712972353355291,晴れ,False,49581.805661528
72,2023-03-13,大阪,D商品,,1057.7447325650046,28.14758950140603,女性,0.03316294989257416,曇り,False,49088.00625599122
73,2023-03-14,東京,E商品,40.0,669.0225127543408,,女性,0.06581681675887388,雪,False,24999.583224993083
74,2023-03-15,大阪,C商品,59.0,807.9907409441073,13.76851945216519,女性,0.1393050749646425,曇り,False,41030.57828216293
75,2023-03-16,札幌,A商品,51.0,975.4582132808551,53.29723734568814,男性,0.12997527969270836,雨,True,43282.310718237444
76,2023-03-17,大阪,A商品,60.0,,36.776995527498414,男性,0.23990755860083735,雨,False,46457.206115027875
77,2023-03-18,福岡,E商品,46.0,773.9592550652153,73.8516869223743,女性,0.22184239616523402,晴れ,False,27704.064851815267
78,2023-03-19,福岡,E商品,57.0,1482.3353351156843,33.38077544972127,女性,0.1278954881972104,晴れ,False,73686.82602426804
79,2023-03-20,広島,B商品,57.0,1303.2788110507145,,男性,0.10011126227268898,雨,False,66849.93767844116
80,2023-03-21,福岡,C商品,57.0,1120.4236640784966,37.9310438894622,男性,0.09494063521844957,雨,False,57800.84599273478
81,2023-03-22,広島,C商品,51.0,1014.407372256749,15.36768343174294,女性,0.2321985261882027,曇り,False,39722.037248678505
82,2023-03-23,福岡,D商品,46.0,957.5582060197696,56.26649181760965,女性,0.015621721866380922,曇り,False,43359.57691050508
83,2023-03-24,札幌,B商品,48.0,809.6163079955529,14.02375430615519,男性,0.0038464948531817477,晴れ,True,38712.10190562221
84,2023-03-25,金沢,B商品,48.0,1015.4961037037725,45.42686371774738,男性,0.23866331757799442,曇り,False,37110.45286110255
85,2023-03-26,広島,B商品,,1051.5505080285502,13.83282270215705,女性,0.1431439127967148,晴れ,False,39645.20796746269
86,2023-03-27,名古屋,B商品,44.0,751.6478849036752,40.19553293195037,男性,0.03926434156607279,晴れ,False,31773.93672698965
87,2023-03-28,仙台,C商品,52.0,1066.8352834489795,69.65067233706802,男性,0.07066978037835038,雪,False,51554.997949923774
88,2023-03-29,東京,C商品,52.0,968.9481902350502,50.409718371536925,女性,0.2797511859292148,晴れ,False,36289.956815467085
89,2023-03-30,福岡,B商品,47.0,618.4384884245218,32.04759592552599,女性,0.25785089268746936,曇り,False,21571.75788926257
90,2023-03-31,大阪,D商品,50.0,827.9229978440997,44.53194766591374,女性,0.21293551506719174,雨,False,32581.43939310964
91,2023-04-01,金沢,A商品,47.0,917.2788933156712,45.2702530806667,男性,0.14466756910119796,雨,False,36875.18412469723
92,2023-04-02,福岡,A商品,52.0,1377.5375314680382,52.08945518765108,女性,0.15609708785741572,曇り,False,60450.41258836238
93,2023-04-03,大阪,D商品,52.0,1111.3106249067516,24.497124550787603,男性,0.29257336058518757,雨,False,40880.87851763544
94,2023-04-04,仙台,B商品,,732.9036861800217,53.88850910770996,女性,0.28973113316528615,晴れ,False,29671.844228877922
95,2023-04-05,仙台,C商品,,1097.2072578835273,4.434125525958372,女性,0.06458071373575028,雨,True,68765.37161357536
96,2023-04-06,仙台,A商品,43.0,690.5392022123269,35.551731714542846,男性,0.24333136989159543,曇り,False,22467.902143488536
97,2023-04-07,大阪,E商品,53.0,1216.5382107774146,37.67589236322683,男性,0.05917279985010504,雨,False,60661.26865221713
98,2023-04-08,福岡,E商品,47.0,905.7750696364243,54.499902391068574,女性,0.06406124336518541,晴れ,False,39844.2496459174
99,2023-04-09,仙台,D商品,50.0,981.2727622521659,45.339462790153036,女性,0.20282791024937302,晴れ,False,39112.16292499646
100,2023-04-10,札幌,B商品,45.0,1265.159329508438,23.9165541921557,男性,0.12150032957626451,曇り,False,50014.89243030046
101,2023-04-11,広島,A商品,,742.56728628315,,女性,0.27946332213195607,曇り,False,30497.67703646113
102,2023-04-12,大阪,B商品,46.0,720.5763629774017,47.98020014321111,男性,0.026702920468802648,曇り,False,32261.404004595384
103,2023-04-13,大阪,A商品,55.0,883.2801347307991,43.813989872031655,男性,0.15345769224284792,雪,False,41125.37020080824
104,2023-04-14,福岡,D商品,48.0,1207.6757702038633,36.313138355463806,女性,0.27555645913293636,雪,False,41994.85973692056
105,2023-04-15,大阪,D商品,42.0,696.1307849046316,37.78749315732031,男性,0.2712340981438515,晴れ,False,21307.2879293758
106,2023-04-16,大阪,E商品,43.0,433.5688803778862,55.44251995738934,男性,0.04695876402472236,雪,False,17767.987930337596
107,2023-04-17,仙台,B商品,54.0,909.7682283182003,37.23461140696178,男性,0.10999131002893693,雪,False,43723.88796938993
108,2023-04-18,福岡,E商品,51.0,1110.3481599821841,43.6786313395639,女性,0.18573642001400886,雨,False,46109.91945667552
109,2023-04-19,仙台,B商品,69.0,1240.0523499477658,77.54904882120815,男性,0.047818465431420654,雪,False,81472.09151678592
110,2023-04-20,広島,E商品,57.0,907.3677275829202,23.644760446741156,女性,0.2904066516137216,雨,False,36700.139929893136
111,2023-04-21,金沢,C商品,66.0,917.7146785767995,17.222359026380122,女性,0.2744247986182981,曇り,False,43947.486839474135
112,2023-04-22,広島,C商品,44.0,1230.7801468511495,56.7538449719791,女性,0.050085053710340756,雨,False,51442.0041119815
113,2023-04-23,金沢,C商品,52.0,626.0516600609159,34.82035408058845,男性,0.036346638378295625,雨,False,31371.432911860604
114,2023-04-24,仙台,C商品,47.0,922.2958449633982,40.226437083860695,男性,0.025622544842479587,曇り,False,42237.22108093617
115,2023-04-25,広島,A商品,56.0,,33.28265432803329,女性,0.2728330992109893,曇り,False,42272.2098827621
116,2023-04-26,福岡,C商品,57.0,1089.8437442570068,41.10299788848731,女性,0.05808714293863823,晴れ,False,58512.65658950346
117,2023-04-27,東京,D商品,53.0,,,男性,0.12488547856330641,晴れ,False,41651.99368857296
118,2023-04-28,仙台,D商品,53.0,1006.8882023411683,57.03192687927179,女性,0.1346554096956009,晴れ,True,46179.17872367431
119,2023-04-29,金沢,A商品,52.0,502.3345293174021,57.93335267830466,女性,0.17970331326407027,晴れ,False,21427.29420167012
120,2023-04-30,札幌,C商品,55.0,868.3503175332303,23.756594163110318,男性,0.02152060312422749,雨,False,46731.459223724036
121,2023-05-01,金沢,C商品,44.0,1090.7017425108934,,女性,0.06802758522015478,雨,False,44726.17321798834
122,2023-05-02,札幌,C商品,52.0,,2.4138201077185926,男性,0.2794471160756778,晴れ,True,30107.68405192855
123,2023-05-03,大阪,E商品,44.0,1011.7968443179195,32.859287683758694,男性,0.27252303218057083,雪,False,32386.591615561356
124,2023-05-04,広島,B商品,52.0,,59.35054779578488,女性,0.23438719422170765,晴れ,False,43370.03151578425
125,2023-05-05,札幌,E商品,54.0,931.490159828447,52.754197736225564,男性,0.005820373685464631,雪,False,50007.70110675126
126,2023-05-06,金沢,B商品,48.0,1034.0927541993142,41.67730105571814,男性,0.09810203054883063,曇り,False,44767.01545135338
127,2023-05-07,大阪,C商品,41.0,807.4534869430776,44.665495744229204,男性,0.18838762060287234,雨,False,26868.909077405533
128,2023-05-08,東京,C商品,55.0,958.6777440607907,34.66671686136892,女性,0.0825570635320427,雨,False,48374.266855068476
129,2023-05-09,福岡,E商品,45.0,,48.07138323602676,女性,0.2728760085161332,雪,True,36713.9049688714
130,2023-05-10,福岡,E商品,43.0,1031.3945921936868,56.48817419220922,女性,0.19016683854973257,晴れ,False,35916.07436185367
131,2023-05-11,福岡,B商品,44.0,882.693746087213,20.76169818884291,男性,0.02157201519493368,雨,False,38000.69958010245
132,2023-05-12,札幌,D商品,37.0,1044.8432808581586,49.49471531756022,男性,0.2727016766507109,雪,False,28116.772354243636
133,2023-05-13,東京,B商品,37.0,1142.9219581273237,58.98652306432001,女性,0.28732999745286675,曇り,False,30137.46920796165
134,2023-05-14,札幌,E商品,44.0,590.0117442845044,38.773495665549454,女性,0.023313725517517647,曇り,False,25355.280386750324
135,2023-05-15,広島,E商品,60.0,1231.8148129911795,55.51050918180876,男性,0.15970807045839447,雨,False,62105.04276277742
136,2023-05-16,札幌,A商品,,932.7490522637856,87.2198166670883,女性,0.09100928466425114,晴れ,False,43240.871640546015
137,2023-05-17,東京,E商品,46.0,1085.0979866480461,43.43485810519662,女性,0.1178517229444207,雪,False,44031.99669047039
138,2023-05-18,東京,A商品,51.0,1239.4493847290455,50.89960575007986,女性,0.05389536538660256,雨,False,59805.08917030457
139,2023-05-19,広島,D商品,49.0,725.6652605539068,33.92914374507913,女性,0.17342163060372376,曇り,False,29391.14118201244
140,2023-05-20,東京,B商品,51.0,858.1117995144907,47.718767439030756,女性,0.2873938059746672,晴れ,False,31186.28495851278
141,2023-05-21,金沢,B商品,42.0,942.290260824859,51.904074374734556,男性,0.15092178008148271,雪,False,33603.28176692452
142,2023-05-22,東京,A商品,43.0,843.2492957751143,47.92263510405207,女性,0.024874374418344346,雨,False,35357.78187375195
143,2023-05-23,福岡,B商品,,1346.9873151673617,29.70457020436715,女性,0.18600040004322252,雪,False,42761.43829203036
144,2023-05-24,金沢,E商品,56.0,828.6455812346414,48.09542656988176,男性,0.1020668983353771,晴れ,False,41667.82462856753
145,2023-05-25,金沢,C商品,53.0,888.8906441026267,66.93293908076456,男性,0.25677755687738935,晴れ,False,35014.104237475614
146,2023-05-26,広島,A商品,63.0,1040.8778063205953,51.72953646771791,男性,0.13040344449494107,曇り,False,57024.05656991724
147,2023-05-27,名古屋,B商品,48.0,759.5700947847822,59.429807836077615,男性,0.05785188268267368,晴れ,False,34350.12166905723
148,2023-05-28,名古屋,A商品,51.0,920.8638576487472,41.444820449810585,女性,0.057331686807343483,雨,False,44271.52814786118
149,2023-05-29,東京,A商品,50.0,1063.490652250035,56.24850359135566,女性,0.2306292542163481,雪,False,40910.92981277759
150,2023-05-30,金沢,C商品,38.0,933.4279191234978,49.18901757324789,女性,0.07967627949220797,晴れ,False,32644.122503436185
151,2023-05-31,名古屋,E商品,41.0,981.3226282200103,30.73633905469152,女性,0.2301700182477669,晴れ,False,30973.514820002227
152,2023-06-01,名古屋,A商品,56.0,894.1335775103258,49.77781507198311,男性,0.06176619322997981,雨,False,46978.75561055096
153,2023-06-02,東京,B商品,,697.1059381638465,30.124550048395342,男性,0.09650591061039282,雪,False,28342.399266424454
154,2023-06-03,名古屋,D商品,51.0,1064.3186422678477,35.50679587672812,女性,0.1396460917319098,雪,False,46700.22587940424
155,2023-06-04,札幌,A商品,48.0,1350.9866143294482,47.83992460938561,女性,0.2829587549080352,曇り,False,46498.229953985545
156,2023-06-05,大阪,A商品,52.0,1003.6803261566877,49.45866410070186,女性,0.2795194274261474,曇り,False,37602.87315566504
157,2023-06-06,広島,C商品,62.0,1045.05282344951,27.161513023843064,女性,0.062061562626686335,雪,False,60772.10315632577
158,2023-06-07,大阪,E商品,40.0,1138.544551023372,60.809786567743146,男性,0.10746571237292184,雨,False,40647.60199117348
159,2023-06-08,東京,D商品,47.0,746.1339006906602,53.580094174507096,女性,0.04481981653613169,雨,False,33496.53885906487
160,2023-06-09,福岡,B商品,59.0,1340.502931625921,34.429073465836744,男性,0.15299552379404913,曇り,True,66989.30702380693
161,2023-06-10,広島,D商品,57.0,1040.4657592845604,21.93622805326237,男性,0.13817476520839997,晴れ,False,51111.87989541809
162,2023-06-11,東京,B商品,38.0,1326.371379817822,42.82643131377853,男性,0.2702280487352197,雨,True,36782.047938153606
163,2023-06-12,金沢,E商品,42.0,853.3934008952021,38.3108442920826,男性,0.27900161333732176,晴れ,False,25842.40113982871
164,2023-06-13,福岡,B商品,47.0,1363.6123845115649,46.69710685579534,女性,0.11507021730218762,雨,False,56714.95692216365
165,2023-06-14,大阪,C商品,53.0,1155.0310988069566,39.5532500826665,女性,0.14752138290569683,雪,False,52185.88363202899
166,2023-06-15,東京,C商品,41.0,1110.6080171704716,14.888147088824851,女性,0.2688708747438399,曇り,False,33291.91259194934
167,2023-06-16,金沢,C商品,62.0,1046.8048908706296,39.17479592548263,女性,0.24201234232351843,晴れ,False,49194.84161106943
168,2023-06-17,広島,C商品,52.0,950.2942763851102,40.415713333975305,男性,0.001096893403394783,晴れ,False,49361.09905282709
169,2023-06-18,広島,D商品,42.0,1240.1063316947746,54.50491537161088,男性,0.09601786925507474,雪,False,47083.42649118004
170,2023-06-19,仙台,E商品,48.0,1028.0719739696094,34.527004880834255,男性,0.12653227258083777,雨,False,43103.409154875204
171,2023-06-20,金沢,B商品,47.0,606.5860592825695,70.1801201005885,女性,0.06891488510496951,晴れ,False,26544.812782939247
172,2023-06-21,札幌,B商品,46.0,776.5627076585995,16.325391740223644,男性,0.059871484768781624,雨,False,33583.16228541064
173,2023-06-22,名古屋,C商品,49.0,962.8308495614506,64.66751246703936,男性,0.0113353519787039,雪,False,46643.924326300126
174,2023-06-23,福岡,C商品,53.0,1061.999796633111,41.63521543682843,男性,0.19301091752092817,曇り,False,45422.1787983295
175,2023-06-24,金沢,A商品,52.0,988.6823022200208,57.89377308515334,男性,0.07875308714494969,晴れ,False,47362.66697316014
176,2023-06-25,仙台,E商品,42.0,1243.7941579587327,46.197022260881,女性,0.015704153529393926,雨,False,51418.9797888138
177,2023-06-26,名古屋,D商品,56.0,609.779627192275,62.093333040382035,男性,0.06929379315841909,晴れ,True,31781.43829467015
178,2023-06-27,名古屋,B商品,41.0,1028.717587301032,39.18957053170783,男性,0.24057418585083795,雨,False,32030.622341891565
179,2023-06-28,東京,A商品,46.0,636.404154922569,28.520693622332818,女性,0.255446754493964,雨,False,21796.491834051743
180,2023-06-29,名古屋,A商品,54.0,1151.9424590968338,66.30756430906595,女性,0.1449198735579908,雨,False,53190.16759323574
181,2023-06-30,札幌,B商品,57.0,981.1082571115994,43.29779031176788,女性,0.12482120112260585,雪,False,48942.77332357452
182,2023-07-01,広島,D商品,46.0,1083.9219944048236,48.32337710436316,男性,0.2933561080505345,曇り,False,35233.55540800916
183,2023-07-02,仙台,A商品,,827.2234078820468,63.52127871067192,男性,0.06016939787642097,晴れ,False,38872.49367602515
184,2023-07-03,名古屋,A商品,41.0,1255.8929863315502,29.52067136858348,男性,0.06460778485638254,曇り,False,48164.85342118807
185,2023-07-04,東京,E商品,,1208.3449328117704,53.93236346458886,男性,0.08756015311091993,雨,False,54024.56120871441
186,2023-07-05,札幌,D商品,47.0,1116.7088606023776,36.15157865305664,女性,0.05182719548432619,雨,True,49765.14969268838
187,2023-07-06,大阪,A商品,58.0,974.0965506273119,43.01745966533442,男性,0.11380967946125597,曇り,False,50067.62619729394
188,2023-07-07,広島,D商品,56.0,1115.9714570590265,46.084184480764335,男性,0.27325026809692615,曇り,False,45417.78960483129
189,2023-07-08,広島,B商品,48.0,858.6214864025302,22.49667207829596,女性,0.18460435218857227,晴れ,False,33605.5787102401
190,2023-07-09,仙台,C商品,56.0,1171.1111318041424,33.317444357693475,女性,0.1235839645836791,雨,False,57477.31220939158
191,2023-07-10,広島,A商品,51.0,1329.8961788647841,65.26609338619708,女性,0.2803232383713644,曇り,False,48811.86414069293
192,2023-07-11,名古屋,E商品,68.0,1214.1221119958373,58.29286782877193,男性,0.014539269742746696,雪,False,81359.93709140495
193,2023-07-12,東京,B商品,40.0,,44.060406340091475,男性,0.06308285337055841,雨,False,32008.06935169165
194,2023-07-13,広島,D商品,49.0,1072.2834634546207,48.64685187769339,男性,0.16976658153052768,雨,True,43622.03270617855
195,2023-07-14,広島,B商品,39.0,741.3716912482705,40.58636241545314,男性,0.18466578695795374,晴れ,False,23574.16247376682
196,2023-07-15,大阪,A商品,41.0,1114.4780622351352,65.34875078741973,男性,0.011867251968783942,雪,False,45151.34308053326
197,2023-07-16,大阪,D商品,55.0,1090.1206825725078,41.994711333087544,女性,0.12091162737213965,晴れ,False,52707.1829245851
198,2023-07-17,福岡,C商品,47.0,626.0367320935673,48.47763138202272,女性,0.1947461894492618,雪,False,23693.567810964603
199,2023-07-18,札幌,B商品,49.0,767.6432312175273,62.190452162130974,男性,0.20942116392102048,晴れ,False,29737.242120733124
200,2023-07-19,名古屋,A商品,56.0,943.3722206512466,33.3394277273114,男性,0.19144197075488079,雪,False,42715.186280164366
201,2023-07-20,広島,E商品,54.0,939.8280505718348,68.3818377674534,男性,0.09616896730827736,雪,False,45870.07090505345
202,2023-07-21,金沢,D商品,45.0,758.1046129162389,22.043078853849348,男性,0.02805603707937285,雪,False,33157.58408037978
203,2023-07-22,広島,B商品,49.0,1077.7957458704368,69.44463196669199,男性,0.12813373392580021,曇り,True,46044.99387459303
204,2023-07-23,東京,B商品,53.0,1050.2947217881024,39.40986624072038,女性,0.03862633121041664,雨,False,53515.46156977542
205,2023-07-24,福岡,C商品,53.0,961.1461736042961,41.359518782620775,女性,0.28428709755620013,雪,False,36458.9500319034
206,2023-07-25,札幌,C商品,,848.8416999683275,16.649847432255857,女性,0.14255125980678848,曇り,False,26202.176865407033
207,2023-07-26,金沢,E商品,41.0,1209.7414252833128,38.17807923933461,男性,0.09517775230706027,曇り,False,44878.63917763641
208,2023-07-27,福岡,E商品,50.0,1331.081422617659,29.402902034596735,男性,0.22989122133567003,晴れ,True,51253.87443374321
209,2023-07-28,仙台,A商品,9999.0,903.2877032306926,35.88530481939791,女性,0.14938457777467914,雨,False,24587.21443438451
210,2023-07-29,札幌,A商品,55.0,877.5666165690359,42.94033551316681,女性,0.09301020720373501,雨,False,43776.91800497781
211,2023-07-30,広島,E商品,37.0,1098.2415330823992,59.36687421709358,男性,0.24359032271724051,晴れ,False,30736.659373843086
212,2023-07-31,広島,E商品,47.0,928.3941240506027,48.11405027100939,女性,0.26014564530033657,雨,False,32283.192471151644
213,2023-08-01,札幌,D商品,47.0,972.1205598673532,49.615149801016706,女性,0.20190244988660308,晴れ,False,36464.810750514924
214,2023-08-02,広島,C商品,53.0,1147.9306303449343,28.567209167316566,男性,0.014089326722300188,曇り,False,59983.12421389183
215,2023-08-03,名古屋,A商品,42.0,618.1287824985415,31.78868865595905,女性,0.16989686404995963,曇り,False,21550.646912466826
216,2023-08-04,札幌,C商品,53.0,1263.660464970534,71.98087527526968,女性,0.22898847359918448,雪,False,51637.729549312666
217,2023-08-05,福岡,C商品,45.0,1014.5361048658683,33.9719844785513,女性,0.04095090362507465,晴れ,False,43784.54705751063
218,2023-08-06,札幌,E商品,46.0,917.701371087564,69.84312378085943,男性,0.06860122541538101,曇り,False,39318.31289341676
219,2023-08-07,金沢,D商品,53.0,982.1531691557102,41.354082016787004,女性,0.2647485315204409,曇り,False,38272.8666743602
220,2023-08-08,広島,B商品,43.0,992.4858710041037,45.03431904215256,女性,0.006036516555922211,晴れ,False,42419.272685327545
221,2023-08-09,名古屋,D商品,52.0,-100.0,,女性,0.2258181413477928,曇り,False,26318.704364772773
222,2023-08-10,名古屋,D商品,53.0,1298.987645490647,64.07838632907985,男性,0.14213198775432687,雨,False,59061.07731654368
223,2023-08-11,仙台,C商品,57.0,1008.2651264541237,43.33781159581369,男性,0.13403164765188205,曇り,False,49768.16434627602
